i, char value, unsigned char, short, unsigned short
14500,-92,164,14500,14500
14501,-91,165,14501,14501
14502,-90,166,14502,14502
14503,-89,167,14503,14503
14504,-88,168,14504,14504
14505,-87,169,14505,14505
14506,-86,170,14506,14506
14507,-85,171,14507,14507
14508,-84,172,14508,14508
14509,-83,173,14509,14509
14510,-82,174,14510,14510
14511,-81,175,14511,14511
14512,-80,176,14512,14512
14513,-79,177,14513,14513
14514,-78,178,14514,14514
14515,-77,179,14515,14515
14516,-76,180,14516,14516
14517,-75,181,14517,14517
14518,-74,182,14518,14518
14519,-73,183,14519,14519
14520,-72,184,14520,14520
14521,-71,185,14521,14521
14522,-70,186,14522,14522
14523,-69,187,14523,14523
14524,-68,188,14524,14524
14525,-67,189,14525,14525
14526,-66,190,14526,14526
14527,-65,191,14527,14527
14528,-64,192,14528,14528
14529,-63,193,14529,14529
14530,-62,194,14530,14530
14531,-61,195,14531,14531
14532,-60,196,14532,14532
14533,-59,197,14533,14533
14534,-58,198,14534,14534
14535,-57,199,14535,14535
14536,-56,200,14536,14536
14537,-55,201,14537,14537
14538,-54,202,14538,14538
14539,-53,203,14539,14539
14540,-52,204,14540,14540
14541,-51,205,14541,14541
14542,-50,206,14542,14542
14543,-49,207,14543,14543
14544,-48,208,14544,14544
14545,-47,209,14545,14545
14546,-46,210,14546,14546
14547,-45,211,14547,14547
14548,-44,212,14548,14548
14549,-43,213,14549,14549
14550,-42,214,14550,14550
14551,-41,215,14551,14551
14552,-40,216,14552,14552
14553,-39,217,14553,14553
14554,-38,218,14554,14554
14555,-37,219,14555,14555
14556,-36,220,14556,14556
14557,-35,221,14557,14557
14558,-34,222,14558,14558
14559,-33,223,14559,14559
14560,-32,224,14560,14560
14561,-31,225,14561,14561
14562,-30,226,14562,14562
14563,-29,227,14563,14563
14564,-28,228,14564,14564
14565,-27,229,14565,14565
14566,-26,230,14566,14566
14567,-25,231,14567,14567
14568,-24,232,14568,14568
14569,-23,233,14569,14569
14570,-22,234,14570,14570
14571,-21,235,14571,14571
14572,-20,236,14572,14572
14573,-19,237,14573,14573
14574,-18,238,14574,14574
14575,-17,239,14575,14575
14576,-16,240,14576,14576
14577,-15,241,14577,14577
14578,-14,242,14578,14578
14579,-13,243,14579,14579
14580,-12,244,14580,14580
14581,-11,245,14581,14581
14582,-10,246,14582,14582
14583,-9,247,14583,14583
14584,-8,248,14584,14584
14585,-7,249,14585,14585
14586,-6,250,14586,14586
14587,-5,251,14587,14587
14588,-4,252,14588,14588
14589,-3,253,14589,14589
14590,-2,254,14590,14590
14591,-1,255,14591,14591
14592,0,0,14592,14592
14593,1,1,14593,14593
14594,2,2,14594,14594
14595,3,3,14595,14595
14596,4,4,14596,14596
14597,5,5,14597,14597
14598,6,6,14598,14598
14599,7,7,14599,14599
14600,8,8,14600,14600
14601,9,9,14601,14601
14602,10,10,14602,14602
14603,11,11,14603,14603
14604,12,12,14604,14604
14605,13,13,14605,14605
14606,14,14,14606,14606
14607,15,15,14607,14607
14608,16,16,14608,14608
14609,17,17,14609,14609
14610,18,18,14610,14610
14611,19,19,14611,14611
14612,20,20,14612,14612
14613,21,21,14613,14613
14614,22,22,14614,14614
14615,23,23,14615,14615
14616,24,24,14616,14616
14617,25,25,14617,14617
14618,26,26,14618,14618
14619,27,27,14619,14619
14620,28,28,14620,14620
14621,29,29,14621,14621
14622,30,30,14622,14622
14623,31,31,14623,14623
14624,32,32,14624,14624
14625,33,33,14625,14625
14626,34,34,14626,14626
14627,35,35,14627,14627
14628,36,36,14628,14628
14629,37,37,14629,14629
14630,38,38,14630,14630
14631,39,39,14631,14631
14632,40,40,14632,14632
14633,41,41,14633,14633
14634,42,42,14634,14634
14635,43,43,14635,14635
14636,44,44,14636,14636
14637,45,45,14637,14637
14638,46,46,14638,14638
14639,47,47,14639,14639
14640,48,48,14640,14640
14641,49,49,14641,14641
14642,50,50,14642,14642
14643,51,51,14643,14643
14644,52,52,14644,14644
14645,53,53,14645,14645
14646,54,54,14646,14646
14647,55,55,14647,14647
14648,56,56,14648,14648
14649,57,57,14649,14649
14650,58,58,14650,14650
14651,59,59,14651,14651
14652,60,60,14652,14652
14653,61,61,14653,14653
14654,62,62,14654,14654
14655,63,63,14655,14655
14656,64,64,14656,14656
14657,65,65,14657,14657
14658,66,66,14658,14658
14659,67,67,14659,14659
14660,68,68,14660,14660
14661,69,69,14661,14661
14662,70,70,14662,14662
14663,71,71,14663,14663
14664,72,72,14664,14664
14665,73,73,14665,14665
14666,74,74,14666,14666
14667,75,75,14667,14667
14668,76,76,14668,14668
14669,77,77,14669,14669
14670,78,78,14670,14670
14671,79,79,14671,14671
14672,80,80,14672,14672
14673,81,81,14673,14673
14674,82,82,14674,14674
14675,83,83,14675,14675
14676,84,84,14676,14676
14677,85,85,14677,14677
14678,86,86,14678,14678
14679,87,87,14679,14679
14680,88,88,14680,14680
14681,89,89,14681,14681
14682,90,90,14682,14682
14683,91,91,14683,14683
14684,92,92,14684,14684
14685,93,93,14685,14685
14686,94,94,14686,14686
14687,95,95,14687,14687
14688,96,96,14688,14688
14689,97,97,14689,14689
14690,98,98,14690,14690
14691,99,99,14691,14691
14692,100,100,14692,14692
14693,101,101,14693,14693
14694,102,102,14694,14694
14695,103,103,14695,14695
14696,104,104,14696,14696
14697,105,105,14697,14697
14698,106,106,14698,14698
14699,107,107,14699,14699
14700,108,108,14700,14700
14701,109,109,14701,14701
14702,110,110,14702,14702
14703,111,111,14703,14703
14704,112,112,14704,14704
14705,113,113,14705,14705
14706,114,114,14706,14706
14707,115,115,14707,14707
14708,116,116,14708,14708
14709,117,117,14709,14709
14710,118,118,14710,14710
14711,119,119,14711,14711
14712,120,120,14712,14712
14713,121,121,14713,14713
14714,122,122,14714,14714
14715,123,123,14715,14715
14716,124,124,14716,14716
14717,125,125,14717,14717
14718,126,126,14718,14718
14719,127,127,14719,14719
14720,-128,128,14720,14720
14721,-127,129,14721,14721
14722,-126,130,14722,14722
14723,-125,131,14723,14723
14724,-124,132,14724,14724
14725,-123,133,14725,14725
14726,-122,134,14726,14726
14727,-121,135,14727,14727
14728,-120,136,14728,14728
14729,-119,137,14729,14729
14730,-118,138,14730,14730
14731,-117,139,14731,14731
14732,-116,140,14732,14732
14733,-115,141,14733,14733
14734,-114,142,14734,14734
14735,-113,143,14735,14735
14736,-112,144,14736,14736
14737,-111,145,14737,14737
14738,-110,146,14738,14738
14739,-109,147,14739,14739
14740,-108,148,14740,14740
14741,-107,149,14741,14741
14742,-106,150,14742,14742
14743,-105,151,14743,14743
14744,-104,152,14744,14744
14745,-103,153,14745,14745
14746,-102,154,14746,14746
14747,-101,155,14747,14747
14748,-100,156,14748,14748
14749,-99,157,14749,14749
14750,-98,158,14750,14750
14751,-97,159,14751,14751
14752,-96,160,14752,14752
14753,-95,161,14753,14753
14754,-94,162,14754,14754
14755,-93,163,14755,14755
14756,-92,164,14756,14756
14757,-91,165,14757,14757
14758,-90,166,14758,14758
14759,-89,167,14759,14759
14760,-88,168,14760,14760
14761,-87,169,14761,14761
14762,-86,170,14762,14762
14763,-85,171,14763,14763
14764,-84,172,14764,14764
14765,-83,173,14765,14765
14766,-82,174,14766,14766
14767,-81,175,14767,14767
14768,-80,176,14768,14768
14769,-79,177,14769,14769
14770,-78,178,14770,14770
14771,-77,179,14771,14771
14772,-76,180,14772,14772
14773,-75,181,14773,14773
14774,-74,182,14774,14774
14775,-73,183,14775,14775
14776,-72,184,14776,14776
14777,-71,185,14777,14777
14778,-70,186,14778,14778
14779,-69,187,14779,14779
14780,-68,188,14780,14780
14781,-67,189,14781,14781
14782,-66,190,14782,14782
14783,-65,191,14783,14783
14784,-64,192,14784,14784
14785,-63,193,14785,14785
14786,-62,194,14786,14786
14787,-61,195,14787,14787
14788,-60,196,14788,14788
14789,-59,197,14789,14789
14790,-58,198,14790,14790
14791,-57,199,14791,14791
14792,-56,200,14792,14792
14793,-55,201,14793,14793
14794,-54,202,14794,14794
14795,-53,203,14795,14795
14796,-52,204,14796,14796
14797,-51,205,14797,14797
14798,-50,206,14798,14798
14799,-49,207,14799,14799
14800,-48,208,14800,14800
14801,-47,209,14801,14801
14802,-46,210,14802,14802
14803,-45,211,14803,14803
14804,-44,212,14804,14804
14805,-43,213,14805,14805
14806,-42,214,14806,14806
14807,-41,215,14807,14807
14808,-40,216,14808,14808
14809,-39,217,14809,14809
14810,-38,218,14810,14810
14811,-37,219,14811,14811
14812,-36,220,14812,14812
14813,-35,221,14813,14813
14814,-34,222,14814,14814
14815,-33,223,14815,14815
14816,-32,224,14816,14816
14817,-31,225,14817,14817
14818,-30,226,14818,14818
14819,-29,227,14819,14819
14820,-28,228,14820,14820
14821,-27,229,14821,14821
14822,-26,230,14822,14822
14823,-25,231,14823,14823
14824,-24,232,14824,14824
14825,-23,233,14825,14825
14826,-22,234,14826,14826
14827,-21,235,14827,14827
14828,-20,236,14828,14828
14829,-19,237,14829,14829
14830,-18,238,14830,14830
14831,-17,239,14831,14831
14832,-16,240,14832,14832
14833,-15,241,14833,14833
14834,-14,242,14834,14834
14835,-13,243,14835,14835
14836,-12,244,14836,14836
14837,-11,245,14837,14837
14838,-10,246,14838,14838
14839,-9,247,14839,14839
14840,-8,248,14840,14840
14841,-7,249,14841,14841
14842,-6,250,14842,14842
14843,-5,251,14843,14843
14844,-4,252,14844,14844
14845,-3,253,14845,14845
14846,-2,254,14846,14846
14847,-1,255,14847,14847
14848,0,0,14848,14848
14849,1,1,14849,14849
14850,2,2,14850,14850
14851,3,3,14851,14851
14852,4,4,14852,14852
14853,5,5,14853,14853
14854,6,6,14854,14854
14855,7,7,14855,14855
14856,8,8,14856,14856
14857,9,9,14857,14857
14858,10,10,14858,14858
14859,11,11,14859,14859
14860,12,12,14860,14860
14861,13,13,14861,14861
14862,14,14,14862,14862
14863,15,15,14863,14863
14864,16,16,14864,14864
14865,17,17,14865,14865
14866,18,18,14866,14866
14867,19,19,14867,14867
14868,20,20,14868,14868
14869,21,21,14869,14869
14870,22,22,14870,14870
14871,23,23,14871,14871
14872,24,24,14872,14872
14873,25,25,14873,14873
14874,26,26,14874,14874
14875,27,27,14875,14875
14876,28,28,14876,14876
14877,29,29,14877,14877
14878,30,30,14878,14878
14879,31,31,14879,14879
14880,32,32,14880,14880
14881,33,33,14881,14881
14882,34,34,14882,14882
14883,35,35,14883,14883
14884,36,36,14884,14884
14885,37,37,14885,14885
14886,38,38,14886,14886
14887,39,39,14887,14887
14888,40,40,14888,14888
14889,41,41,14889,14889
14890,42,42,14890,14890
14891,43,43,14891,14891
14892,44,44,14892,14892
14893,45,45,14893,14893
14894,46,46,14894,14894
14895,47,47,14895,14895
14896,48,48,14896,14896
14897,49,49,14897,14897
14898,50,50,14898,14898
14899,51,51,14899,14899
14900,52,52,14900,14900
14901,53,53,14901,14901
14902,54,54,14902,14902
14903,55,55,14903,14903
14904,56,56,14904,14904
14905,57,57,14905,14905
14906,58,58,14906,14906
14907,59,59,14907,14907
14908,60,60,14908,14908
14909,61,61,14909,14909
14910,62,62,14910,14910
14911,63,63,14911,14911
14912,64,64,14912,14912
14913,65,65,14913,14913
14914,66,66,14914,14914
14915,67,67,14915,14915
14916,68,68,14916,14916
14917,69,69,14917,14917
14918,70,70,14918,14918
14919,71,71,14919,14919
14920,72,72,14920,14920
14921,73,73,14921,14921
14922,74,74,14922,14922
14923,75,75,14923,14923
14924,76,76,14924,14924
14925,77,77,14925,14925
14926,78,78,14926,14926
14927,79,79,14927,14927
14928,80,80,14928,14928
14929,81,81,14929,14929
14930,82,82,14930,14930
14931,83,83,14931,14931
14932,84,84,14932,14932
14933,85,85,14933,14933
14934,86,86,14934,14934
14935,87,87,14935,14935
14936,88,88,14936,14936
14937,89,89,14937,14937
14938,90,90,14938,14938
14939,91,91,14939,14939
14940,92,92,14940,14940
14941,93,93,14941,14941
14942,94,94,14942,14942
14943,95,95,14943,14943
14944,96,96,14944,14944
14945,97,97,14945,14945
14946,98,98,14946,14946
14947,99,99,14947,14947
14948,100,100,14948,14948
14949,101,101,14949,14949
14950,102,102,14950,14950
14951,103,103,14951,14951
14952,104,104,14952,14952
14953,105,105,14953,14953
14954,106,106,14954,14954
14955,107,107,14955,14955
14956,108,108,14956,14956
14957,109,109,14957,14957
14958,110,110,14958,14958
14959,111,111,14959,14959
14960,112,112,14960,14960
14961,113,113,14961,14961
14962,114,114,14962,14962
14963,115,115,14963,14963
14964,116,116,14964,14964
14965,117,117,14965,14965
14966,118,118,14966,14966
14967,119,119,14967,14967
14968,120,120,14968,14968
14969,121,121,14969,14969
14970,122,122,14970,14970
14971,123,123,14971,14971
14972,124,124,14972,14972
14973,125,125,14973,14973
14974,126,126,14974,14974
14975,127,127,14975,14975
14976,-128,128,14976,14976
14977,-127,129,14977,14977
14978,-126,130,14978,14978
14979,-125,131,14979,14979
14980,-124,132,14980,14980
14981,-123,133,14981,14981
14982,-122,134,14982,14982
14983,-121,135,14983,14983
14984,-120,136,14984,14984
14985,-119,137,14985,14985
14986,-118,138,14986,14986
14987,-117,139,14987,14987
14988,-116,140,14988,14988
14989,-115,141,14989,14989
14990,-114,142,14990,14990
14991,-113,143,14991,14991
14992,-112,144,14992,14992
14993,-111,145,14993,14993
14994,-110,146,14994,14994
14995,-109,147,14995,14995
14996,-108,148,14996,14996
14997,-107,149,14997,14997
14998,-106,150,14998,14998
14999,-105,151,14999,14999
15000,-104,152,15000,15000
15001,-103,153,15001,15001
15002,-102,154,15002,15002
15003,-101,155,15003,15003
15004,-100,156,15004,15004
15005,-99,157,15005,15005
15006,-98,158,15006,15006
15007,-97,159,15007,15007
15008,-96,160,15008,15008
15009,-95,161,15009,15009
15010,-94,162,15010,15010
15011,-93,163,15011,15011
15012,-92,164,15012,15012
15013,-91,165,15013,15013
15014,-90,166,15014,15014
15015,-89,167,15015,15015
15016,-88,168,15016,15016
15017,-87,169,15017,15017
15018,-86,170,15018,15018
15019,-85,171,15019,15019
15020,-84,172,15020,15020
15021,-83,173,15021,15021
15022,-82,174,15022,15022
15023,-81,175,15023,15023
15024,-80,176,15024,15024
15025,-79,177,15025,15025
15026,-78,178,15026,15026
15027,-77,179,15027,15027
15028,-76,180,15028,15028
15029,-75,181,15029,15029
15030,-74,182,15030,15030
15031,-73,183,15031,15031
15032,-72,184,15032,15032
15033,-71,185,15033,15033
15034,-70,186,15034,15034
15035,-69,187,15035,15035
15036,-68,188,15036,15036
15037,-67,189,15037,15037
15038,-66,190,15038,15038
15039,-65,191,15039,15039
15040,-64,192,15040,15040
15041,-63,193,15041,15041
15042,-62,194,15042,15042
15043,-61,195,15043,15043
15044,-60,196,15044,15044
15045,-59,197,15045,15045
15046,-58,198,15046,15046
15047,-57,199,15047,15047
15048,-56,200,15048,15048
15049,-55,201,15049,15049
15050,-54,202,15050,15050
15051,-53,203,15051,15051
15052,-52,204,15052,15052
15053,-51,205,15053,15053
15054,-50,206,15054,15054
15055,-49,207,15055,15055
15056,-48,208,15056,15056
15057,-47,209,15057,15057
15058,-46,210,15058,15058
15059,-45,211,15059,15059
15060,-44,212,15060,15060
15061,-43,213,15061,15061
15062,-42,214,15062,15062
15063,-41,215,15063,15063
15064,-40,216,15064,15064
15065,-39,217,15065,15065
15066,-38,218,15066,15066
15067,-37,219,15067,15067
15068,-36,220,15068,15068
15069,-35,221,15069,15069
15070,-34,222,15070,15070
15071,-33,223,15071,15071
15072,-32,224,15072,15072
15073,-31,225,15073,15073
15074,-30,226,15074,15074
15075,-29,227,15075,15075
15076,-28,228,15076,15076
15077,-27,229,15077,15077
15078,-26,230,15078,15078
15079,-25,231,15079,15079
15080,-24,232,15080,15080
15081,-23,233,15081,15081
15082,-22,234,15082,15082
15083,-21,235,15083,15083
15084,-20,236,15084,15084
15085,-19,237,15085,15085
15086,-18,238,15086,15086
15087,-17,239,15087,15087
15088,-16,240,15088,15088
15089,-15,241,15089,15089
15090,-14,242,15090,15090
15091,-13,243,15091,15091
15092,-12,244,15092,15092
15093,-11,245,15093,15093
15094,-10,246,15094,15094
15095,-9,247,15095,15095
15096,-8,248,15096,15096
15097,-7,249,15097,15097
15098,-6,250,15098,15098
15099,-5,251,15099,15099
15100,-4,252,15100,15100
15101,-3,253,15101,15101
15102,-2,254,15102,15102
15103,-1,255,15103,15103
15104,0,0,15104,15104
15105,1,1,15105,15105
15106,2,2,15106,15106
15107,3,3,15107,15107
15108,4,4,15108,15108
15109,5,5,15109,15109
15110,6,6,15110,15110
15111,7,7,15111,15111
15112,8,8,15112,15112
15113,9,9,15113,15113
15114,10,10,15114,15114
15115,11,11,15115,15115
15116,12,12,15116,15116
15117,13,13,15117,15117
15118,14,14,15118,15118
15119,15,15,15119,15119
15120,16,16,15120,15120
15121,17,17,15121,15121
15122,18,18,15122,15122
15123,19,19,15123,15123
15124,20,20,15124,15124
15125,21,21,15125,15125
15126,22,22,15126,15126
15127,23,23,15127,15127
15128,24,24,15128,15128
15129,25,25,15129,15129
15130,26,26,15130,15130
15131,27,27,15131,15131
15132,28,28,15132,15132
15133,29,29,15133,15133
15134,30,30,15134,15134
15135,31,31,15135,15135
15136,32,32,15136,15136
15137,33,33,15137,15137
15138,34,34,15138,15138
15139,35,35,15139,15139
15140,36,36,15140,15140
15141,37,37,15141,15141
15142,38,38,15142,15142
15143,39,39,15143,15143
15144,40,40,15144,15144
15145,41,41,15145,15145
15146,42,42,15146,15146
15147,43,43,15147,15147
15148,44,44,15148,15148
15149,45,45,15149,15149
15150,46,46,15150,15150
15151,47,47,15151,15151
15152,48,48,15152,15152
15153,49,49,15153,15153
15154,50,50,15154,15154
15155,51,51,15155,15155
15156,52,52,15156,15156
15157,53,53,15157,15157
15158,54,54,15158,15158
15159,55,55,15159,15159
15160,56,56,15160,15160
15161,57,57,15161,15161
15162,58,58,15162,15162
15163,59,59,15163,15163
15164,60,60,15164,15164
15165,61,61,15165,15165
15166,62,62,15166,15166
15167,63,63,15167,15167
15168,64,64,15168,15168
15169,65,65,15169,15169
15170,66,66,15170,15170
15171,67,67,15171,15171
15172,68,68,15172,15172
15173,69,69,15173,15173
15174,70,70,15174,15174
15175,71,71,15175,15175
15176,72,72,15176,15176
15177,73,73,15177,15177
15178,74,74,15178,15178
15179,75,75,15179,15179
15180,76,76,15180,15180
15181,77,77,15181,15181
15182,78,78,15182,15182
15183,79,79,15183,15183
15184,80,80,15184,15184
15185,81,81,15185,15185
15186,82,82,15186,15186
15187,83,83,15187,15187
15188,84,84,15188,15188
15189,85,85,15189,15189
15190,86,86,15190,15190
15191,87,87,15191,15191
15192,88,88,15192,15192
15193,89,89,15193,15193
15194,90,90,15194,15194
15195,91,91,15195,15195
15196,92,92,15196,15196
15197,93,93,15197,15197
15198,94,94,15198,15198
15199,95,95,15199,15199
15200,96,96,15200,15200
15201,97,97,15201,15201
15202,98,98,15202,15202
15203,99,99,15203,15203
15204,100,100,15204,15204
15205,101,101,15205,15205
15206,102,102,15206,15206
15207,103,103,15207,15207
15208,104,104,15208,15208
15209,105,105,15209,15209
15210,106,106,15210,15210
15211,107,107,15211,15211
15212,108,108,15212,15212
15213,109,109,15213,15213
15214,110,110,15214,15214
15215,111,111,15215,15215
15216,112,112,15216,15216
15217,113,113,15217,15217
15218,114,114,15218,15218
15219,115,115,15219,15219
15220,116,116,15220,15220
15221,117,117,15221,15221
15222,118,118,15222,15222
15223,119,119,15223,15223
15224,120,120,15224,15224
15225,121,121,15225,15225
15226,122,122,15226,15226
15227,123,123,15227,15227
15228,124,124,15228,15228
15229,125,125,15229,15229
15230,126,126,15230,15230
15231,127,127,15231,15231
15232,-128,128,15232,15232
15233,-127,129,15233,15233
15234,-126,130,15234,15234
15235,-125,131,15235,15235
15236,-124,132,15236,15236
15237,-123,133,15237,15237
15238,-122,134,15238,15238
15239,-121,135,15239,15239
15240,-120,136,15240,15240
15241,-119,137,15241,15241
15242,-118,138,15242,15242
15243,-117,139,15243,15243
15244,-116,140,15244,15244
15245,-115,141,15245,15245
15246,-114,142,15246,15246
15247,-113,143,15247,15247
15248,-112,144,15248,15248
15249,-111,145,15249,15249
